file,train_file,species,label_id,clip_idx,has_sound
clip_00019.wav,train20.aiff,Sperm_Whale,25,19,1
clip_00027.wav,train28.aiff,Sperm_Whale,25,27,0
clip_00057.wav,train58.aiff,Sperm_Whale,25,57,1
clip_00081.wav,train82.aiff,Sperm_Whale,25,81,1
clip_00112.wav,train113.aiff,Sperm_Whale,25,112,1
clip_00140.wav,train141.aiff,Sperm_Whale,25,140,1
clip_00167.wav,train168.aiff,Sperm_Whale,25,167,1
clip_00173.wav,train174.aiff,Sperm_Whale,25,173,0
clip_00199.wav,train200.aiff,Sperm_Whale,25,199,1
clip_00253.wav,train254.aiff,Sperm_Whale,25,253,1
clip_00279.wav,train280.aiff,Sperm_Whale,25,279,0
clip_00354.wav,train355.aiff,Sperm_Whale,25,354,1
clip_00479.wav,train480.aiff,Sperm_Whale,25,479,1
clip_00480.wav,train481.aiff,Sperm_Whale,25,480,1
clip_00575.wav,train576.aiff,Sperm_Whale,25,575,1
clip_00587.wav,train588.aiff,Sperm_Whale,25,587,1
clip_00590.wav,train591.aiff,Sperm_Whale,25,590,0
clip_00617.wav,train618.aiff,Sperm_Whale,25,617,0
clip_00628.wav,train629.aiff,Sperm_Whale,25,628,1
clip_00643.wav,train644.aiff,Sperm_Whale,25,643,1
clip_00652.wav,train653.aiff,Sperm_Whale,25,652,1
clip_00655.wav,train656.aiff,Sperm_Whale,25,655,1
clip_00678.wav,train679.aiff,Sperm_Whale,25,678,1
clip_00735.wav,train736.aiff,Sperm_Whale,25,735,1
clip_00748.wav,train749.aiff,Sperm_Whale,25,748,1
clip_00761.wav,train762.aiff,Sperm_Whale,25,761,1
clip_00769.wav,train770.aiff,Sperm_Whale,25,769,1
clip_00774.wav,train775.aiff,Sperm_Whale,25,774,1
clip_00865.wav,train866.aiff,Sperm_Whale,25,865,1
clip_00957.wav,train958.aiff,Sperm_Whale,25,957,1
clip_00960.wav,train961.aiff,Sperm_Whale,25,960,1
clip_00991.wav,train992.aiff,Sperm_Whale,25,991,1
clip_01017.wav,train1018.aiff,Sperm_Whale,25,1017,1
clip_01028.wav,train1029.aiff,Sperm_Whale,25,1028,1
clip_01030.wav,train1031.aiff,Sperm_Whale,25,1030,1
clip_01067.wav,train1068.aiff,Sperm_Whale,25,1067,0
clip_01073.wav,train1074.aiff,Sperm_Whale,25,1073,1
clip_01074.wav,train1075.aiff,Sperm_Whale,25,1074,1
clip_01126.wav,train1127.aiff,Sperm_Whale,25,1126,1
clip_01165.wav,train1166.aiff,Sperm_Whale,25,1165,1
clip_01169.wav,train1170.aiff,Sperm_Whale,25,1169,1
clip_01175.wav,train1176.aiff,Sperm_Whale,25,1175,1
clip_01184.wav,train1185.aiff,Sperm_Whale,25,1184,1
clip_01300.wav,train1301.aiff,Sperm_Whale,25,1300,1
clip_01301.wav,,Sperm_Whale,25,,1
clip_01302.wav,,Sperm_Whale,25,,1
clip_01303.wav,,Sperm_Whale,25,,1
clip_01304.wav,,Sperm_Whale,25,,1
clip_01305.wav,,Sperm_Whale,25,,1
clip_01306.wav,,Sperm_Whale,25,,1
clip_01307.wav,,Sperm_Whale,25,,1
clip_01308.wav,,Sperm_Whale,25,,1
