file,train_file,species,label_id,clip_idx,has_sound
clip_00013.wav,train14.aiff,Ross_Seal,21,13,0
clip_00034.wav,train35.aiff,Ross_Seal,21,34,0
clip_00038.wav,train39.aiff,Ross_Seal,21,38,0
clip_00042.wav,train43.aiff,Ross_Seal,21,42,0
clip_00048.wav,train49.aiff,Ross_Seal,21,48,0
clip_00049.wav,train50.aiff,Ross_Seal,21,49,0
clip_00080.wav,train81.aiff,Ross_Seal,21,80,1
clip_00100.wav,train101.aiff,Ross_Seal,21,100,0
clip_00152.wav,train153.aiff,Ross_Seal,21,152,0
clip_00247.wav,train248.aiff,Ross_Seal,21,247,0
clip_00308.wav,train309.aiff,Ross_Seal,21,308,0
clip_00345.wav,train346.aiff,Ross_Seal,21,345,0
clip_00362.wav,train363.aiff,Ross_Seal,21,362,0
clip_00438.wav,train439.aiff,Ross_Seal,21,438,0
clip_00445.wav,train446.aiff,Ross_Seal,21,445,0
clip_00495.wav,train496.aiff,Ross_Seal,21,495,0
clip_00556.wav,train557.aiff,Ross_Seal,21,556,0
clip_00653.wav,train654.aiff,Ross_Seal,21,653,0
clip_00776.wav,train777.aiff,Ross_Seal,21,776,0
clip_00784.wav,train785.aiff,Ross_Seal,21,784,0
clip_00790.wav,train791.aiff,Ross_Seal,21,790,0
clip_00798.wav,train799.aiff,Ross_Seal,21,798,0
clip_00813.wav,train814.aiff,Ross_Seal,21,813,0
clip_00819.wav,train820.aiff,Ross_Seal,21,819,0
clip_00924.wav,train925.aiff,Ross_Seal,21,924,0
clip_00951.wav,train952.aiff,Ross_Seal,21,951,0
clip_00965.wav,train966.aiff,Ross_Seal,21,965,0
clip_00987.wav,train988.aiff,Ross_Seal,21,987,0
clip_01019.wav,train1020.aiff,Ross_Seal,21,1019,0
clip_01037.wav,train1038.aiff,Ross_Seal,21,1037,0
clip_01083.wav,train1084.aiff,Ross_Seal,21,1083,0
clip_01085.wav,train1086.aiff,Ross_Seal,21,1085,0
clip_01088.wav,train1089.aiff,Ross_Seal,21,1088,1
clip_01154.wav,train1155.aiff,Ross_Seal,21,1154,0
clip_01166.wav,train1167.aiff,Ross_Seal,21,1166,0
clip_01190.wav,train1191.aiff,Ross_Seal,21,1190,0
clip_01266.wav,train1267.aiff,Ross_Seal,21,1266,0
clip_01276.wav,train1277.aiff,Ross_Seal,21,1276,0
clip_01284.wav,train1285.aiff,Ross_Seal,21,1284,0
clip_01343.wav,train1344.aiff,Ross_Seal,21,1343,0
