file,train_file,species,label_id,clip_idx,has_sound
clip_00044.wav,train45.aiff,White-beaked_Dolphin,30,44,1
clip_00129.wav,train130.aiff,White-beaked_Dolphin,30,129,0
clip_00165.wav,train166.aiff,White-beaked_Dolphin,30,165,1
clip_00185.wav,train186.aiff,White-beaked_Dolphin,30,185,1
clip_00194.wav,train195.aiff,White-beaked_Dolphin,30,194,1
clip_00200.wav,train201.aiff,White-beaked_Dolphin,30,200,1
clip_00213.wav,train214.aiff,White-beaked_Dolphin,30,213,1
clip_00244.wav,train245.aiff,White-beaked_Dolphin,30,244,0
clip_00422.wav,train423.aiff,White-beaked_Dolphin,30,422,1
clip_00468.wav,train469.aiff,White-beaked_Dolphin,30,468,1
clip_00603.wav,train604.aiff,White-beaked_Dolphin,30,603,1
clip_00625.wav,train626.aiff,White-beaked_Dolphin,30,625,0
clip_00641.wav,train642.aiff,White-beaked_Dolphin,30,641,0
clip_00656.wav,train657.aiff,White-beaked_Dolphin,30,656,0
clip_00663.wav,train664.aiff,White-beaked_Dolphin,30,663,0
clip_00676.wav,train677.aiff,White-beaked_Dolphin,30,676,0
clip_00741.wav,train742.aiff,White-beaked_Dolphin,30,741,1
clip_00754.wav,train755.aiff,White-beaked_Dolphin,30,754,1
clip_00804.wav,train805.aiff,White-beaked_Dolphin,30,804,0
clip_00806.wav,train807.aiff,White-beaked_Dolphin,30,806,0
clip_00828.wav,train829.aiff,White-beaked_Dolphin,30,828,1
clip_00835.wav,train836.aiff,White-beaked_Dolphin,30,835,0
clip_00838.wav,train839.aiff,White-beaked_Dolphin,30,838,1
clip_00848.wav,train849.aiff,White-beaked_Dolphin,30,848,1
clip_00864.wav,train865.aiff,White-beaked_Dolphin,30,864,1
clip_00907.wav,train908.aiff,White-beaked_Dolphin,30,907,0
clip_01012.wav,train1013.aiff,White-beaked_Dolphin,30,1012,1
clip_01031.wav,train1032.aiff,White-beaked_Dolphin,30,1031,1
clip_01080.wav,train1081.aiff,White-beaked_Dolphin,30,1080,1
clip_01096.wav,train1097.aiff,White-beaked_Dolphin,30,1096,1
clip_01101.wav,train1102.aiff,White-beaked_Dolphin,30,1101,1
clip_01141.wav,train1142.aiff,White-beaked_Dolphin,30,1141,1
clip_01142.wav,train1143.aiff,White-beaked_Dolphin,30,1142,1
clip_01170.wav,train1171.aiff,White-beaked_Dolphin,30,1170,0
clip_01172.wav,train1173.aiff,White-beaked_Dolphin,30,1172,1
clip_01192.wav,train1193.aiff,White-beaked_Dolphin,30,1192,1
clip_01201.wav,train1202.aiff,White-beaked_Dolphin,30,1201,1
clip_01220.wav,train1221.aiff,White-beaked_Dolphin,30,1220,1
clip_01226.wav,train1227.aiff,White-beaked_Dolphin,30,1226,1
clip_01228.wav,train1229.aiff,White-beaked_Dolphin,30,1228,1
clip_01242.wav,train1243.aiff,White-beaked_Dolphin,30,1242,0
clip_01264.wav,train1265.aiff,White-beaked_Dolphin,30,1264,0
clip_01275.wav,train1276.aiff,White-beaked_Dolphin,30,1275,1
clip_01327.wav,train1328.aiff,White-beaked_Dolphin,30,1327,1
clip_01329.wav,train1330.aiff,White-beaked_Dolphin,30,1329,1
clip_01336.wav,train1337.aiff,White-beaked_Dolphin,30,1336,1
