file,train_file,species,label_id,clip_idx,has_sound
clip_00029.wav,train30.aiff,Walrus,28,29,0
clip_00082.wav,train83.aiff,Walrus,28,82,0
clip_00105.wav,train106.aiff,Walrus,28,105,0
clip_00118.wav,train119.aiff,Walrus,28,118,0
clip_00134.wav,train135.aiff,Walrus,28,134,0
clip_00221.wav,train222.aiff,Walrus,28,221,0
clip_00243.wav,train244.aiff,Walrus,28,243,0
clip_00275.wav,train276.aiff,Walrus,28,275,0
clip_00288.wav,train289.aiff,Walrus,28,288,0
clip_00323.wav,train324.aiff,Walrus,28,323,0
clip_00368.wav,train369.aiff,Walrus,28,368,0
clip_00484.wav,train485.aiff,Walrus,28,484,0
clip_00520.wav,train521.aiff,Walrus,28,520,0
clip_00559.wav,train560.aiff,Walrus,28,559,0
clip_00667.wav,train668.aiff,Walrus,28,667,0
clip_00757.wav,train758.aiff,Walrus,28,757,0
clip_00782.wav,train783.aiff,Walrus,28,782,0
clip_00809.wav,train810.aiff,Walrus,28,809,0
clip_00815.wav,train816.aiff,Walrus,28,815,0
clip_00933.wav,train934.aiff,Walrus,28,933,1
clip_00972.wav,train973.aiff,Walrus,28,972,0
clip_01001.wav,train1002.aiff,Walrus,28,1001,0
clip_01020.wav,train1021.aiff,Walrus,28,1020,0
clip_01075.wav,train1076.aiff,Walrus,28,1075,0
clip_01130.wav,train1131.aiff,Walrus,28,1130,0
clip_01173.wav,train1174.aiff,Walrus,28,1173,1
clip_01287.wav,train1288.aiff,Walrus,28,1287,0
clip_01289.wav,train1290.aiff,Walrus,28,1289,0
clip_01292.wav,train1293.aiff,Walrus,28,1292,0
clip_01318.wav,train1319.aiff,Walrus,28,1318,0
